English_sentences,Balochi_sentences
These are 501 donkeys.,É 501 harant.
These are 502 donkeys.,É 502 harant.
These are 503 donkeys.,É 503 harant.
These are 504 donkeys.,É 504 harant.
These are 505 donkeys.,É 505 harant.
These are 506 donkeys.,É 506 harant.
These are 507 donkeys.,É 507 harant.
These are 508 donkeys.,É 508 harant.
These are 509 donkeys.,É 509 harant.
These are 510 donkeys.,É 510 harant.
These are 511 donkeys.,É 511 harant.
These are 512 donkeys.,É 512 harant.
These are 513 donkeys.,É 513 harant.
These are 514 donkeys.,É 514 harant.
These are 515 donkeys.,É 515 harant.
These are 516 donkeys.,É 516 harant.
These are 517 donkeys.,É 517 harant.
These are 518 donkeys.,É 518 harant.
These are 519 donkeys.,É 519 harant.
These are 520 donkeys.,É 520 harant.
These are 581 old men.,É 581 pirmard ant.
These are 582 old men.,É 582 pirmard ant.
These are 583 old men.,É 583 pirmard ant.
These are 584 old men.,É 584 pirmard ant.
These are 585 old men.,É 585 pirmard ant.
These are 586 old men.,É 586 pirmard ant.
These are 587 old men.,É 587 pirmard ant.
These are 588 old men.,É 588 pirmard ant.
These are 589 old men.,É 589 pirmard ant.
These are 590 old men.,É 590 pirmard ant.
These are 591 old men.,É 591 pirmard ant.
These are 592 old men.,É 592 pirmard ant.
These are two dollars.,É do dhálarant.
These are six dollars.,É shash dhálarant.
These are ten dollars.,É dah dhálarant.
Tom was very peaceful.,Thám báz éman at.
Come home immediately.,Damáná lógá byá.
He lived a short life.,iay omr gwandh at.
"Above all, be patient.",Drostán báláterén chizz esh ent ke sáber bi.
Are you free tomorrow?,Taw bándá paiyakay?
Believe what you like.,Harchi tará pasond ent yakin kan.
Did you say something?,Taw gappé jat?
Do you really love me?,Taw rásti maná dóst dáray?
Do you still need tea?,Tará angat cháh pakár ent?
Go back to your house.,Padá wati gesá boraw.
Go back to your seats.,Padá wati sitthán boraw et.
Has Tom been indicted?,Thámay sará jorm bandag bitag?
He asked me for money.,Áiá pa zarrá maná gosht.
He has a lot of money.,Áiá báz zarr hast.
He left the door open.,Áiá darwázag pachá esht.
I bought a used phone.,Man kármarz bitagén pawné gept.
I can hardly hear you.,Man pa moshkolé tai tawárá eshkonán.
I don't understand it.,Man sarpady nabán.
I doubt Tom will come.,Maná shakk ent Thám nayayt.
I gave Tom everything.,Man Thám harchi dát.
I got wet to the skin.,Man micchaletán.
I know it was serious.,Man zánán ke é sanginén gappé at.
I know where you live.,Man zánán taw kojá neshtagay.
I must help my mother.,Maná allamá wati mátay madat kanagi ent.
I need to concentrate.,Maná delgóshay yajjáh kanag pakár ent.
I need to get a stamp.,Maná dhák theketthé gerag pakár ent.
I think he won't come.,Mani hayálá á nayayt.
"I tried, but I failed.",Man johd kot bale bésób bitán.
I'd never hit a woman.,Man beh zálbulán najanán.
I'll be here all week.,Man dráhén haptagá hamedá bán.
I've always loved you.,Man modám tará dóst dáshtag.
I've been here before.,Man edá pésará bitagán.
I've climbed Mt. Fuji.,Man Pujiay kóhá sar kaptagán.
Is that too expensive?,É sakk gránkimmat ent?
Is there life on Mars?,Bahrámay sará zend hast?
Is your dog all right?,Tai kochekk sharr ent?
Let's go to the beach.,Byá tayábá rawén.
No one encouraged her.,Á kassá delbaddhi nadát.
No one knows his name.,Áiay námá kass nazánt.
No one speaks with me.,Kass gón man gapp najant.
Playing tennis is fun.,Ténes kanag wassh ent.
Please leave me alone.,Mehrabáni kan maná éokiá yalah day.
She has a few friends.,Áiá kammok sangat hast.
She lives in New York.,Á Neuyárká neshtag.
Thanks for the advice.,Tai sójay mennatwár án.
They come from Sweden.,Á cha Swidaná atkagant.
They were not invited.,Á lóthag nabitant.
This house is not new.,É ges nók naent.
This may take a while.,É balkén kammé wahd jant.
This tattoo is stupid.,É bésarén thithoké.
Tom is better than us.,Thám cha má gehtar ent.
Tom left me a message.,Thámá pa man kolahé esht.
Tom may say something.,Balkén Thám chizzé goshit.
Tom said he was drunk.,Thámá gosht ke nóshetagat o neshahatán.
Tom said he'd be here.,Thámá gosht ká án.
Tom was not impressed.,Thám asarmand nabut.
Were you there before?,Taw pésará ódá bitagay?
What do you think now?,Ni tai hayál ché ent?
Who built the snowman?,Barpádam kayá addh kot?
Whose shoes are these?,É champal kaig ant?
Why are you so amused?,Taw parchá chó washnód áy?
Why shop there anyway?,Barhál ódá parchá chizz begerén?
Why should I stop Tom?,Maná Thám parchá dárag lóthit?
You need to come home.,Tará lógá áyag pakár ent.
Your hair's beautiful.,Tai mid dhawldár ant.
Always tell the truth.,Modám rást bogosh.
Are you coming or not?,Taw pédágay yá na?
Do you own a computer?,Tará kampyutar hast?
I thought it was true.,Man gosht záná é rásté.
I want a new computer.,Man nókén kampyutaré lóthán.
Let's turn off the TV.,Byá Thi Wiá band kanén.
Tell Tom I won't sing.,Thámá bogosh man sawt najanán.
Tell me what happened.,Maná bogosh gón ché but.
Tom said he was drunk.,Thámá gosht ke nóshetagat o neshah atán.
When is your birthday?,Tai bitenróch kadig ent?
You must do your best.,Tará allamá was kanagi ent.
You reap what you sow.,Taw hamá chizzá ke keshay hamáiá ronay.
You'd better hurry up.,Sharter ent ke taw goshád bekanay.
Tom is a math teacher.,Thám hesábay ostádé.
Are you coming or not?,Taw pédág ay yá na?
Are you free tomorrow?,Taw bándá paiyak ay?
I'm sure I'll be fine.,Man deljam án ke man baróbar bán.
I'm sure Tom is bored.,Man deljam án ke Thám bór ent.
I'm sure you're right.,Man deljam án ke taw rást ay.
I'm sure you're wrong.,Man deljam án ke taw rad ay.
Please deal the cards.,Mehrabáni kan pattáyán pins.
That's why I like you.,Pameshká taw maná dóst ay.
We all desire success.,Má drost sóbmandiay wáhagdár én.
Hope to see you again.,Omét ent tará padá gendán.
I don't like tickling.,Maná kikkeli wassh nabit.
He is free from cares.,Á cha jédhagán ázát ent.
Go and blow your nose.,Boraw wati pónzá sáp kan.
He was once my friend.,Á ón mani sangat butag.
My mom helps me a lot.,Man mát mani báz madat kant.
I have to take a rest.,Maná árámé kanagi ent.
Tom painted the fence.,Thám pall rang kot.
Do you have some milk?,Tai kerrá kommó shir hast?
I forbid you to smoke.,Man tará cha tambák kasshiá makan kanán.
I threw away my shoes.,Man wati kawsh chagal dátant.
Tom appeared suddenly.,Thám anágahá záher but.
I am too tired to run.,Man tachagá sakk dam bortag.
I found the book easy.,Mani nazzá ketáb ásán at.
Tom reacted instantly.,Thámá damáná tézgétk.
"Tom is tall, isn't he?",Thám borz ent ná?
The problem isn't Tom.,Janjál Thámáy naent.
I don't need a reason.,Maná sawabé nalóthit.
I like to dye my hair.,Maná wati midáni rang kanag wassh bit.
"How're you doing, Tom?",Chón ay Thám?
Tom has a new bicycle.,Thámá nókén saynkalé hast.
I don't like to drive.,Maná halláénag wassh nabit.
I have my own reasons.,Mani wati sawag ant.
Tips are not accepted.,Sar o sój kabul nakanant.
Tom seems quite happy.,Thám gendagá báz wassh ent.
It is too warm for me.,É pa man sakk garm ent.
Tom doesn't use drugs.,Thám neshah nakant.
You will stay at home.,Taw lógá bayay.
Tom told me the truth.,Thámá maná rást gosht.
That sounds promising.,Gendagá ométén ent.
"Next time, I'll drive.",Démay bará man halláénán.
Tom came back at 2:30.,Thám 2:30 padá kayt.
That's not my problem.,É mani janjál naent.
You are strong-minded.,Taw mohkomén hayál dáray.
I am heating the room.,Man kóthiá garm kanagá án.
Where is your fiancée?,Tai deshtár kojá ent.
The children are gone.,Chórig shotagant.
I lay awake all night.,Man sajjén shapá ágah bután.
He does not like cats.,Áiá pesshi dóst nabant.
The door doesn't lock.,Darwázag kobl naent.
Tom got all emotional.,Thámá sarjamá báhand kot.
It happened naturally.,É abrami but.
My head is killing me.,Mani sar maná koshagá ent.
Tom is eating a peach.,Thám shaptálu waragá ent.
The girl smiled at me.,Jenekká maná cháret bechkand et.
I think I'll watch TV.,Man márán ke man Thi Wi chárán.
I think Tom likes you.,Mani hayál Thám tará dóstdárit.
I'm feeling very good.,Man báz sharr máragá án.
I may sit in the back.,Man poshtá benendán?
The price has gone up.,Nehád borz shotag.
He could speak French.,Áiá Pránsiá gapp kot kotag at.
You're going to be OK.,Taw sharr bayagá rawagá ay.
Tom is quite reserved.,Thám matlabá rakketag.
Do I need to go there?,Maná ódá rawag lóthit?
We've come to get you.,Má tai ziragá ká én.
It's really very good.,É rásti sakk sharr ent.
Some days I feel good.,Lahté róch man sharr máretag.
That'll make me happy.,Chareshiá maná wasshi biten.
That's all we can ask.,Bass hamichó má jost kot kanén.
It's been a hard year.,É yakk moshkolén sálé bayagá ent.
Tom dropped his glass.,Thámá wati gelás chagal dát.
That is going too far.,É báz dir rawagá ent.
I’ve an upset stomach.,Mani láp haráb ent.
It won’t be that easy.,É báz ásán bitén.
You are so hot-headed.,Taw sakkén eshtáp káré ay.
Is everything alright?,Hayr mehr ent ná?
It’s a useless debate.,É bénapén goptmáné.
It’s too cold outside.,Dhanná báz gwahr ent.
I have got Goosebumps.,Mani jánay pothán bál kot.
Don’t put a hex on me!,Maná haráb machár!
How dare you say that!,Tará chosh goshagay hemmat chón but?
I don't like to clean.,Maná sáp kanag dóst nabit.
We had an early lunch.,Má mahlah sobáreg kot.
We're counting on you.,Má tai sará barósah kanagá én.
You can't do that now.,Taw ni chosh kot nakanay.
She really likes cake.,Áiá kék dóst bit.
It's not hard to find.,Dargéjag moshkol naent.
I made a lot of money.,Man báz zarr kamáént.
I just don't love Tom.,Maná bass Thám dóst nabit.
What's in this closet?,É kabáthá ché mán ent?
Have you told him yet?,Taw á goshtag?
Why don't you shut up?,Taw bétawár parchá nabay?
Tom arrived on Monday.,Thám Doshambehá atk.
He lived a short life.,Aiay omr gwandh at.
Do you know who he is?,Taw zanay á kay ent?
Eat whatever you like.,Harchi tará dóst bit bwar.
Go back to your seats.,Padá wati sitthán borawet.
Helicopters are noisy.,Alikepthen shór kanant.
Her face turned white.,Áiay dém espét tarret.
I found that annoying.,Man dist ke é shaytáná haráb kant.
I usually play tennis.,Man chónáyá ténes kanán.
I want you to read it.,Man lóthán ke taw eshiá bwánay.
I wanted to read them.,Man lóthet ke áyán bwánán.
I'm sure I'll be fine.,Man deljam án ke man barábar bán.
"Like father, like son.","Anchó pet, anchó bacch."
Our water pipes burst.,May ápay payp trakketant.
Tom hasn't apologized.,Thámá paheli nalóthetag.
When will they arrive?,Á kadi káyant?
Where were all of you?,Shomá drost kojá atet?
You can't all come in.,Shomá drost tahá atk nakanet.
Mary is Tom's fiancée.,Maryam Thámay deshtár ent.
He likes soccer a lot.,Áiá pothbáli báz dóst bit.
Can you recite a poem?,Taw lacchahé want kanay?
Tom clenched his fist.,Thámá wati mosht bast.
I'll be on my way now.,Man ni wati ráhá bán.
It's not worth a dime.,É gabaréay láek naent.
Tom graduated in 2013.,Thámá 2013á grayjuayshan kotag.
Is that Tom's bicycle?,Á saunkal Thámayg ent?
Tom doesn't sing well.,Thám sawt sharr najant.
Tom is far from happy.,Thám wasshiá che dir ent.
She wants to kiss him.,Á lóthit ke áiá bechokkit.
Tom gave me something.,Thámá maná chizzoké dát.
We're both very tired.,Má dowénán báz dam bortag.
I can't wait any more.,Man géshter wadár kot nakanán.
Can you take me there?,Taw maná hamódá bort kanay?
Is it easy to install?,Eshiay mán géjag ásán ent.
Ducks make great pets.,Bath jwánéá rámag bant.
What should we expect?,Márá ché omét dáragi ent?
He has absolute power.,Á biragá zóráwar ent.
Tom walks with a cane.,Thám gón asahá gardit.
I was there yesterday.,Man zi hamódá butagán.
You're lazier than me.,Taw maná che soster ay.
I have the dictionary.,Mani kerrá labz balad hast.
He had the right idea.,Áiay hayál sharr ent.
Don't forget about me.,Mani bábatá mashamosh.
Tom looks very sleepy.,Thám gendagá wábénag ent.
That's the man I mean.,Mani goshagay morád hamá mardén ent.
I am here on business.,Man edá károbáray sará án.
I'm terrible at chess.,Man shatranjá sakk sharr án.
"Tom, are you in there?","Thám, taw hamódá ay?"
It won't be that hard.,É inchó moshkol nabit.
That's one of my cats.,É mani pesshián che yakké.
What's Tom getting at?,Thám ché rasagá ent?
It won't be a problem.,É janjalé nabit.
Tom gave me a present.,Thámá maná sawgáté dát.
Tom lit three candles.,Thámá say mómbati rók kot.
I knew everyone there.,Man ódá harkass zántag.
Tom is very sarcastic.,Thám sakk kalág gept.
I have lost my pencil.,Man wati pensel gár kotag.
Tom should've said no.,Thámá ná goshagi at.
Tom reeked of alcohol.,Thám trondápay buá ent.
Does Tom dye his hair?,Thám wati midán rang kant?
Tom is still in shock.,Thám angat padarding ent.
We talked about music.,Má zemeray bábatá gapp
Does Tom have to stay?,Thámá jallagi ent?
I need you to help me.,Maná tai madat pakár ent.
That banana is rotten.,É móz pissetag.
Tom was already drunk.,Thám pésará neshah butag.
Put it where you like.,Harjáhá tai del goshit mány day.
Spring has come again.,Bahár padá atakag.
This is a crazy world.,É ganókén donyáé.
Tom got off the train.,Thám rélá che ér atk.
Which theater is that?,Á kojám téther ent?
Get out while you can.,Wahdé taw dar atk kanay dhanná dará.
My decision was final.,Mani paysalah goddhi ent.
I don't like goodbyes.,Mani wasshén kanag dóst nabit.
My sons have grown up.,Mani bacch rostag o mazan butagant.
Please weigh it again.,Mehrabáni kan padá tóry.
I hid it under my bed.,É man wati nepáday chérá chér dát.
Nice to see you again.,Padá tará dist wasshi but.
Tom is a good painter.,Thám sharrén payntharé.
He is living in Tokyo.,Á Thókiuá jahmenend ent.
They never caught Tom.,Áyán Thám beh nagept.
